Siembra;Año;Mes;Fecha;Edad;Tratamiento;Repetición;Palma;RFF_kg;NR_unidad;PMR_kg;Ton_ha
1/10/2003;2005;12;1/12/2005;2.17;7;1;1;3.8;1.0;3.8;0.5
1/10/2003;2005;12;1/12/2005;2.17;7;1;2;4.0;2.0;2.0;0.6
1/10/2003;2005;12;1/12/2005;2.17;7;1;4;6.0;3.0;2.0;0.9
1/10/2003;2005;12;1/12/2005;2.17;7;1;5;6.5;2.0;3.3;0.9
1/10/2003;2005;12;1/12/2005;2.17;7;2;2;5.0;2.0;2.5;0.7
1/10/2003;2005;12;1/12/2005;2.17;8;1;1;13.0;3.0;4.3;1.9
1/10/2003;2005;12;1/12/2005;2.17;8;1;2;12.0;3.0;4.0;1.7
1/10/2003;2005;12;1/12/2005;2.17;8;1;5;7.5;3.0;2.5;1.1
1/10/2003;2005;12;1/12/2005;2.17;8;2;1;5.0;2.0;2.5;0.7
1/10/2003;2005;12;1/12/2005;2.17;8;2;2;4.0;2.0;2.0;0.6
1/10/2003;2005;12;1/12/2005;2.17;8;2;3;9.0;3.0;3.0;1.3
1/10/2003;2005;12;1/12/2005;2.17;8;2;4;2.0;1.0;2.0;0.3
1/10/2003;2005;12;1/12/2005;2.17;8;2;5;14.0;4.0;3.5;2.0
1/10/2003;2005;12;1/12/2005;2.17;8;4;1;6.0;2.0;3.0;0.9
1/10/2003;2005;12;1/12/2005;2.17;8;4;4;5.0;2.0;2.5;0.7
1/10/2003;2005;12;1/12/2005;2.17;8;4;5;4.0;2.0;2.0;0.6
1/10/2003;2005;12;1/12/2005;2.17;9;1;4;7.5;3.0;2.5;1.1
1/10/2003;2005;12;1/12/2005;2.17;9;2;1;1.5;1.0;1.5;0.2
1/10/2003;2005;12;1/12/2005;2.17;9;3;2;4.0;3.0;1.3;0.6
1/10/2003;2005;12;1/12/2005;2.17;9;3;5;6.0;2.0;3.0;0.9
1/10/2003;2005;12;1/12/2005;2.17;9;3;6;9.0;2.0;4.5;1.3
1/10/2003;2005;12;1/12/2005;2.17;9;4;2;2.0;1.0;2.0;0.3
1/10/2003;2005;12;1/12/2005;2.17;9;4;3;4.0;2.0;2.0;0.6
1/10/2003;2005;12;1/12/2005;2.17;9;4;5;2.5;1.0;2.5;0.4
1/10/2003;2005;12;1/12/2005;2.17;10;2;3;4.0;1.0;4.0;0.6
1/10/2003;2005;12;1/12/2005;2.17;10;2;6;3.0;2.0;1.5;0.4
1/10/2003;2005;12;1/12/2005;2.17;10;4;1;3.0;1.0;3.0;0.4
1/10/2003;2005;12;1/12/2005;2.17;11;1;1;6.5;2.0;3.3;0.9
1/10/2003;2005;12;1/12/2005;2.17;11;1;2;9.0;2.0;4.5;1.3
1/10/2003;2005;12;1/12/2005;2.17;11;2;2;6.0;2.0;3.0;0.9
1/10/2003;2005;12;1/12/2005;2.17;11;2;4;2.0;1.0;2.0;0.3
1/10/2003;2005;12;1/12/2005;2.17;11;2;5;11.0;3.0;3.7;1.6
1/10/2003;2005;12;1/12/2005;2.17;11;2;6;8.0;2.0;4.0;1.1
1/10/2003;2005;12;1/12/2005;2.17;11;3;1;13.5;3.0;4.5;1.9
1/10/2003;2005;12;1/12/2005;2.17;11;3;2;4.0;1.0;4.0;0.6
1/10/2003;2005;12;1/12/2005;2.17;11;3;4;5.0;1.0;5.0;0.7
1/10/2003;2005;12;1/12/2005;2.17;11;3;5;3.5;1.0;3.5;0.5
1/10/2003;2005;12;1/12/2005;2.17;11;3;6;15.0;3.0;5.0;2.1
1/10/2003;2005;12;1/12/2005;2.17;13;2;3;2.0;1.0;2.0;0.3
1/10/2003;2005;12;1/12/2005;2.17;17;2;2;3.0;2.0;1.5;0.4
1/10/2003;2005;12;1/12/2005;2.17;18;1;1;3.0;1.0;3.0;0.4
1/10/2003;2005;12;1/12/2005;2.17;18;1;2;9.0;2.0;4.5;1.3
1/10/2003;2005;12;1/12/2005;2.17;18;1;3;5.5;1.0;5.5;0.8
1/10/2003;2005;12;1/12/2005;2.17;18;1;5;5.0;2.0;2.5;0.7
1/10/2003;2005;12;1/12/2005;2.17;18;2;1;11.0;3.0;3.7;1.6
1/10/2003;2005;12;1/12/2005;2.17;18;2;2;3.0;1.0;3.0;0.4
1/10/2003;2005;12;1/12/2005;2.17;18;2;4;3.0;1.0;3.0;0.4
1/10/2003;2005;12;1/12/2005;2.17;18;2;6;5.0;1.0;5.0;0.7
1/10/2003;2005;12;1/12/2005;2.17;18;4;4;2.0;1.0;2.0;0.3
1/10/2003;2005;12;1/12/2005;2.17;19;2;5;5.0;2.0;2.5;0.7
1/10/2003;2006;1;1/01/2006;2.25;1;1;1;3.5;1.0;3.5;0.5
1/10/2003;2006;1;1/01/2006;2.25;1;1;2;2.5;1.0;2.5;0.4
1/10/2003;2006;1;1/01/2006;2.25;1;1;4;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;1;1;5;5.5;2.0;2.8;0.8
1/10/2003;2006;1;1/01/2006;2.25;1;1;6;5.0;2.0;2.5;0.7
1/10/2003;2006;1;1/01/2006;2.25;1;2;1;3.5;1.0;3.5;0.5
1/10/2003;2006;1;1/01/2006;2.25;1;2;2;4.0;1.0;4.0;0.6
1/10/2003;2006;1;1/01/2006;2.25;1;2;3;16.0;2.0;8.0;2.3
1/10/2003;2006;1;1/01/2006;2.25;1;3;3;1.0;1.0;1.0;0.1
1/10/2003;2006;1;1/01/2006;2.25;1;3;4;2.0;1.0;2.0;0.3
1/10/2003;2006;1;1/01/2006;2.25;1;3;5;1.5;1.0;1.5;0.2
1/10/2003;2006;1;1/01/2006;2.25;1;4;2;2.5;1.0;2.5;0.4
1/10/2003;2006;1;1/01/2006;2.25;1;4;3;10.5;3.0;3.5;1.5
1/10/2003;2006;1;1/01/2006;2.25;1;4;5;5.5;2.0;2.8;0.8
1/10/2003;2006;1;1/01/2006;2.25;2;2;1;2.0;1.0;2.0;0.3
1/10/2003;2006;1;1/01/2006;2.25;2;2;3;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;3;1;6;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;3;2;2;5.0;1.0;5.0;0.7
1/10/2003;2006;1;1/01/2006;2.25;4;1;2;2.0;1.0;2.0;0.3
1/10/2003;2006;1;1/01/2006;2.25;4;1;5;1.0;1.0;1.0;0.1
1/10/2003;2006;1;1/01/2006;2.25;4;2;5;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;6;1;1;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;6;1;3;5.0;2.0;2.5;0.7
1/10/2003;2006;1;1/01/2006;2.25;6;1;6;3.0;2.0;1.5;0.4
1/10/2003;2006;1;1/01/2006;2.25;6;4;4;2.0;1.0;2.0;0.3
1/10/2003;2006;1;1/01/2006;2.25;7;1;5;9.0;2.0;4.5;1.3
1/10/2003;2006;1;1/01/2006;2.25;7;2;5;6.5;2.0;3.3;0.9
1/10/2003;2006;1;1/01/2006;2.25;8;1;1;4.0;1.0;4.0;0.6
1/10/2003;2006;1;1/01/2006;2.25;8;1;2;5.0;1.0;5.0;0.7
1/10/2003;2006;1;1/01/2006;2.25;8;1;3;4.0;1.0;4.0;0.6
1/10/2003;2006;1;1/01/2006;2.25;8;1;5;2.0;1.0;2.0;0.3
1/10/2003;2006;1;1/01/2006;2.25;8;2;1;2.0;1.0;2.0;0.3
1/10/2003;2006;1;1/01/2006;2.25;8;2;2;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;8;2;3;15.0;3.0;5.0;2.1
1/10/2003;2006;1;1/01/2006;2.25;8;2;4;2.0;1.0;2.0;0.3
1/10/2003;2006;1;1/01/2006;2.25;8;2;5;11.0;2.0;5.5;1.6
1/10/2003;2006;1;1/01/2006;2.25;8;4;1;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;8;4;2;5.0;1.0;5.0;0.7
1/10/2003;2006;1;1/01/2006;2.25;9;2;2;8.0;2.0;4.0;1.1
1/10/2003;2006;1;1/01/2006;2.25;9;2;4;2.5;1.0;2.5;0.4
1/10/2003;2006;1;1/01/2006;2.25;9;3;2;4.5;2.0;2.3;0.6
1/10/2003;2006;1;1/01/2006;2.25;9;3;3;4.5;3.0;1.5;0.6
1/10/2003;2006;1;1/01/2006;2.25;9;3;5;4.5;1.0;4.5;0.6
1/10/2003;2006;1;1/01/2006;2.25;9;3;6;9.5;2.0;4.8;1.4
1/10/2003;2006;1;1/01/2006;2.25;9;4;5;1.5;1.0;1.5;0.2
1/10/2003;2006;1;1/01/2006;2.25;10;1;1;2.5;1.0;2.5;0.4
1/10/2003;2006;1;1/01/2006;2.25;10;1;2;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;10;2;3;2.0;1.0;2.0;0.3
1/10/2003;2006;1;1/01/2006;2.25;10;4;5;5.5;1.0;5.5;0.8
1/10/2003;2006;1;1/01/2006;2.25;11;2;2;13.5;3.0;4.5;1.9
1/10/2003;2006;1;1/01/2006;2.25;11;2;3;26.5;4.0;6.6;3.8
1/10/2003;2006;1;1/01/2006;2.25;11;2;5;9.0;2.0;4.5;1.3
1/10/2003;2006;1;1/01/2006;2.25;11;2;6;10.0;2.0;5.0;1.4
1/10/2003;2006;1;1/01/2006;2.25;11;3;1;6.0;2.0;3.0;0.9
1/10/2003;2006;1;1/01/2006;2.25;11;3;2;1.0;1.0;1.0;0.1
1/10/2003;2006;1;1/01/2006;2.25;11;3;4;21.5;4.0;5.4;3.1
1/10/2003;2006;1;1/01/2006;2.25;11;3;5;8.5;3.0;2.8;1.2
1/10/2003;2006;1;1/01/2006;2.25;11;3;6;4.0;1.0;4.0;0.6
1/10/2003;2006;1;1/01/2006;2.25;12;2;2;2.5;1.0;2.5;0.4
1/10/2003;2006;1;1/01/2006;2.25;18;1;1;5.0;1.0;5.0;0.7
1/10/2003;2006;1;1/01/2006;2.25;18;1;3;6.5;2.0;3.3;0.9
1/10/2003;2006;1;1/01/2006;2.25;18;1;5;3.0;1.0;3.0;0.4
1/10/2003;2006;1;1/01/2006;2.25;18;1;6;2.5;1.0;2.5;0.4
1/10/2003;2006;1;1/01/2006;2.25;18;2;1;9.0;2.0;4.5;1.3
1/10/2003;2006;1;1/01/2006;2.25;18;2;4;11.0;4.0;2.8;1.6
1/10/2003;2006;1;1/01/2006;2.25;18;2;6;10.0;2.0;5.0;1.4
1/10/2003;2006;1;1/01/2006;2.25;18;4;1;5.0;1.0;5.0;0.7
1/10/2003;2006;1;1/01/2006;2.25;18;4;5;11.0;3.0;3.7;1.6
1/10/2003;2006;1;1/01/2006;2.25;19;3;4;1.0;1.0;1.0;0.1
1/10/2003;2006;1;1/01/2006;2.25;19;4;6;2.5;2.0;1.3;0.4
1/10/2003;2006;2;1/02/2006;2.34;1;1;1;1.0;1.0;1.0;0.1
1/10/2003;2006;2;1/02/2006;2.34;1;1;2;1.0;1.0;1.0;0.1
1/10/2003;2006;2;1/02/2006;2.34;1;1;3;1.0;1.0;1.0;0.1
1/10/2003;2006;2;1/02/2006;2.34;1;1;4;12.5;4.0;3.1;1.8
1/10/2003;2006;2;1/02/2006;2.34;1;1;5;20.0;5.0;4.0;2.9
1/10/2003;2006;2;1/02/2006;2.34;1;1;6;11.5;4.0;2.9;1.6
1/10/2003;2006;2;1/02/2006;2.34;1;2;1;14.0;3.0;4.7;2.0
1/10/2003;2006;2;1/02/2006;2.34;1;2;4;21.0;5.0;4.2;3.0
1/10/2003;2006;2;1/02/2006;2.34;1;2;5;16.5;5.0;3.3;2.4
1/10/2003;2006;2;1/02/2006;2.34;1;2;6;14.5;4.0;3.6;2.1
1/10/2003;2006;2;1/02/2006;2.34;1;3;3;1.5;1.0;1.5;0.2
1/10/2003;2006;2;1/02/2006;2.34;1;4;1;1.0;1.0;1.0;0.1
1/10/2003;2006;2;1/02/2006;2.34;1;4;2;7.0;3.0;2.3;1.0
1/10/2003;2006;2;1/02/2006;2.34;1;4;3;6.0;2.0;3.0;0.9
1/10/2003;2006;2;1/02/2006;2.34;1;4;5;3.0;2.0;1.5;0.4
1/10/2003;2006;2;1/02/2006;2.34;2;2;2;1.5;1.0;1.5;0.2
1/10/2003;2006;2;1/02/2006;2.34;2;2;6;2.0;1.0;2.0;0.3
1/10/2003;2006;2;1/02/2006;2.34;3;1;3;4.0;1.0;4.0;0.6
1/10/2003;2006;2;1/02/2006;2.34;3;1;4;1.0;1.0;1.0;0.1
1/10/2003;2006;2;1/02/2006;2.34;3;2;1;4.5;1.0;4.5;0.6
1/10/2003;2006;2;1/02/2006;2.34;3;2;2;10.0;3.0;3.3;1.4
1/10/2003;2006;2;1/02/2006;2.34;3;4;2;3.0;1.0;3.0;0.4
1/10/2003;2006;2;1/02/2006;2.34;4;1;1;7.0;2.0;3.5;1.0
1/10/2003;2006;2;1/02/2006;2.34;4;1;2;3.5;2.0;1.8;0.5
1/10/2003;2006;2;1/02/2006;2.34;4;1;3;5.0;1.0;5.0;0.7
1/10/2003;2006;2;1/02/2006;2.34;4;1;5;10.5;4.0;2.6;1.5
1/10/2003;2006;2;1/02/2006;2.34;5;2;4;2.0;1.0;2.0;0.3
1/10/2003;2006;2;1/02/2006;2.34;6;1;1;2.5;1.0;2.5;0.4
1/10/2003;2006;2;1/02/2006;2.34;6;1;3;3.0;1.0;3.0;0.4
1/10/2003;2006;2;1/02/2006;2.34;6;1;4;5.5;1.0;5.5;0.8
1/10/2003;2006;2;1/02/2006;2.34;6;1;5;11.0;3.0;3.7;1.6
1/10/2003;2006;2;1/02/2006;2.34;6;1;6;8.5;2.0;4.3;1.2
1/10/2003;2006;2;1/02/2006;2.34;6;3;6;8.0;4.0;2.0;1.1
1/10/2003;2006;2;1/02/2006;2.34;7;1;1;1.0;1.0;1.0;0.1
1/10/2003;2006;2;1/02/2006;2.34;7;1;2;3.5;3.0;1.2;0.5
1/10/2003;2006;2;1/02/2006;2.34;7;1;4;3.0;1.0;3.0;0.4
1/10/2003;2006;2;1/02/2006;2.34;7;1;5;6.0;2.0;3.0;0.9
1/10/2003;2006;2;1/02/2006;2.34;7;2;2;4.0;1.0;4.0;0.6
1/10/2003;2006;2;1/02/2006;2.34;7;2;5;2.5;1.0;2.5;0.4
1/10/2003;2006;2;1/02/2006;2.34;8;1;1;7.0;2.0;3.5;1.0
1/10/2003;2006;2;1/02/2006;2.34;8;1;2;6.5;3.0;2.2;0.9
1/10/2003;2006;2;1/02/2006;2.34;8;1;3;3.0;1.0;3.0;0.4
1/10/2003;2006;2;1/02/2006;2.34;8;1;5;3.0;2.0;1.5;0.4
1/10/2003;2006;2;1/02/2006;2.34;8;1;6;4.0;1.0;4.0;0.6
1/10/2003;2006;2;1/02/2006;2.34;8;2;1;15.0;3.0;5.0;2.1
1/10/2003;2006;2;1/02/2006;2.34;8;2;2;6.0;2.0;3.0;0.9
1/10/2003;2006;2;1/02/2006;2.34;8;2;3;3.5;1.0;3.5;0.5
1/10/2003;2006;2;1/02/2006;2.34;8;2;4;3.0;3.0;1.0;0.4
1/10/2003;2006;2;1/02/2006;2.34;8;2;5;4.0;3.0;1.3;0.6
1/10/2003;2006;2;1/02/2006;2.34;8;2;6;5.0;1.0;5.0;0.7
1/10/2003;2006;2;1/02/2006;2.34;8;4;3;1.5;1.0;1.5;0.2
1/10/2003;2006;2;1/02/2006;2.34;8;4;5;13.0;4.0;3.3;1.9
1/10/2003;2006;2;1/02/2006;2.34;9;1;2;5.0;2.0;2.5;0.7
1/10/2003;2006;2;1/02/2006;2.34;9;1;3;2.5;1.0;2.5;0.4
1/10/2003;2006;2;1/02/2006;2.34;9;1;4;1.0;1.0;1.0;0.1
1/10/2003;2006;2;1/02/2006;2.34;9;1;5;2.5;1.0;2.5;0.4
1/10/2003;2006;2;1/02/2006;2.34;9;1;6;7.0;2.0;3.5;1.0
1/10/2003;2006;2;1/02/2006;2.34;9;2;1;8.0;3.0;2.7;1.1
1/10/2003;2006;2;1/02/2006;2.34;9;2;4;6.0;3.0;2.0;0.9
1/10/2003;2006;2;1/02/2006;2.34;9;3;1;3.5;2.0;1.8;0.5
1/10/2003;2006;2;1/02/2006;2.34;9;3;2;2.0;1.0;2.0;0.3
1/10/2003;2006;2;1/02/2006;2.34;9;3;3;2.0;1.0;2.0;0.3
1/10/2003;2006;2;1/02/2006;2.34;9;4;3;5.0;2.0;2.5;0.7
1/10/2003;2006;2;1/02/2006;2.34;9;4;5;7.0;3.0;2.3;1.0
1/10/2003;2006;2;1/02/2006;2.34;10;1;1;6.0;2.0;3.0;0.9
1/10/2003;2006;2;1/02/2006;2.34;10;1;2;17.0;6.0;2.8;2.4
1/10/2003;2006;2;1/02/2006;2.34;10;1;4;7.0;3.0;2.3;1.0
1/10/2003;2006;2;1/02/2006;2.34;10;1;6;19.0;4.0;4.8;2.7
